Date,Open_AXISBANK,High_AXISBANK,Low_AXISBANK,Close_AXISBANK,Adj_Close_AXISBANK,Volume_AXISBANK,Open_HDFCBANK,High_HDFCBANK,Low_HDFCBANK,Close_HDFCBANK,Adj_Close_HDFCBANK,Volume_HDFCBANK,Open_ICICIBANK,High_ICICIBANK,Low_ICICIBANK,Close_ICICIBANK,Adj_Close_ICICIBANK,Volume_ICICIBANK,Open_IDBI,High_IDBI,Low_IDBI,Close_IDBI,Adj_Close_IDBI,Volume_IDBI,Open_SBIN,High_SBIN,Low_SBIN,Close_SBIN,Adj_Close_SBIN,Volume_SBIN,Open_HCLTECH,High_HCLTECH,Low_HCLTECH,Close_HCLTECH,Adj_Close_HCLTECH,Volume_HCLTECH,Open_INFY,High_INFY,Low_INFY,Close_INFY,Adj_Close_INFY,Volume_INFY,Open_TCS,High_TCS,Low_TCS,Close_TCS,Adj_Close_TCS,Volume_TCS,Open_TECHM,High_TECHM,Low_TECHM,Close_TECHM,Adj_Close_TECHM,Volume_TECHM,Open_WIPRO,High_WIPRO,Low_WIPRO,Close_WIPRO,Adj_Close_WIPRO,Volume_WIPRO,overview
2023-06-02,922.6500244140624,930.5,920.25,926.0999755859376,923.4859619140624,11616991.0,1612.449951171875,1614.800048828125,1601.0,1606.5,1584.8580322265625,8929855.0,943.0,944.6500244140624,935.0499877929688,938.1500244140624,914.9841918945312,12494376.0,55.650001525878906,56.150001525878906,55.20000076293945,55.400001525878906,53.55128479003906,5562945.0,584.7000122070312,588.9000244140625,583.0,587.2000122070312,577.5152587890625,11323908.0,1148.0,1151.0999755859375,1131.5999755859375,1137.050048828125,1085.1026611328125,1336554,1309.0,1312.9000244140625,1296.050048828125,1299.0,1275.2139892578125,10909311.0,3326.25,3335.89990234375,3297.449951171875,3305.60009765625,3217.87109375,2030661.0,1128.0,1139.199951171875,1117.5999755859375,1123.0999755859375,1063.0489501953125,1907589.0,408.7000122070313,409.7999877929688,404.0,404.9500122070313,404.0882263183594,3160377.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-05,927.5999755859376,953.9000244140624,927.5999755859376,950.8499755859376,948.1660766601562,14520005.0,1614.5,1616.5,1602.449951171875,1604.4000244140625,1582.786376953125,9348621.0,943.0,951.7999877929688,943.0,946.75,923.3717651367188,10751684.0,55.900001525878906,57.0,55.59999847412109,55.900001525878906,54.03460311889648,9520771.0,588.5,589.7999877929688,586.0,587.2000122070312,577.5152587890625,12920507.0,1144.0,1148.5,1136.0,1138.300048828125,1086.295654296875,1435758,1304.0,1309.449951171875,1297.300048828125,1304.5,1280.6134033203125,5002553.0,3315.0,3327.0,3285.050048828125,3288.89990234375,3201.614013671875,1861468.0,1124.0999755859375,1134.550048828125,1107.5,1109.3499755859375,1050.0343017578125,1754521.0,408.8999938964844,409.75,403.7000122070313,404.2000122070313,403.3398132324219,3626430.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-06,951.0999755859376,970.75,951.0999755859376,968.2000122070312,965.4671630859376,14457988.0,1607.6500244140625,1609.8499755859375,1592.25,1599.4000244140625,1577.853759765625,16091426.0,946.5,947.7999877929688,938.0999755859376,942.0999755859376,918.8366088867188,11894330.0,56.0,56.150001525878906,55.20000076293945,55.400001525878906,53.55128479003906,3978916.0,588.0,588.9000244140625,583.0,585.3499755859375,575.6957397460938,11199940.0,1130.0,1132.300048828125,1113.75,1128.5999755859375,1077.03857421875,1943605,1288.5999755859375,1288.5999755859375,1273.0,1279.0,1255.580322265625,10008100.0,3280.0,3288.85009765625,3220.60009765625,3232.300048828125,3146.5166015625,2022849.0,1100.0,1102.0,1071.550048828125,1086.25,1028.16943359375,3284841.0,403.3500061035156,403.3500061035156,395.5499877929688,399.9500122070313,399.098876953125,6853700.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-07,972.9500122070312,981.25,968.0999755859376,976.75,973.9929809570312,15795824.0,1603.449951171875,1612.550048828125,1596.0,1607.699951171875,1586.0418701171875,12474513.0,944.3499755859376,945.8499755859376,933.7999877929688,940.2000122070312,916.9835815429688,16486469.0,55.45000076293945,56.5,55.25,55.5,53.647945404052734,6561880.0,588.0,590.5999755859375,586.0,589.2000122070312,579.4822998046875,11113781.0,1133.800048828125,1133.800048828125,1116.199951171875,1129.050048828125,1077.46826171875,2459039,1290.5,1294.0,1282.5,1288.949951171875,1265.34814453125,5397578.0,3253.0,3278.85009765625,3241.0,3274.89990234375,3187.98583984375,1567196.0,1095.0,1099.0,1084.199951171875,1095.699951171875,1037.1141357421875,2086377.0,402.3999938964844,403.6000061035156,401.0,402.7999877929688,401.9427795410156,4107930.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-08,973.0499877929688,974.8499755859376,959.9000244140624,962.0999755859376,959.3843383789062,10209982.0,1603.25,1626.0,1603.25,1608.699951171875,1587.0283203125,18697761.0,936.5999755859376,950.5,935.2000122070312,937.9000244140624,914.7403564453124,17608140.0,55.70000076293945,56.0,54.29999923706055,54.70000076293945,52.8746452331543,6289913.0,589.9500122070312,593.9500122070312,586.3499755859375,588.5,578.7938232421875,15971917.0,1129.050048828125,1131.25,1118.300048828125,1126.75,1075.273193359375,1385218,1286.199951171875,1292.0,1281.0999755859375,1282.800048828125,1259.310791015625,5034942.0,3261.0,3270.0,3233.0,3236.449951171875,3150.55615234375,1759366.0,1101.0,1101.5,1069.0,1071.300048828125,1014.0187377929688,4054486.0,404.1000061035156,404.75,398.75,399.5499877929688,398.69970703125,5307526.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-09,967.0,981.7000122070312,963.2999877929688,974.75,971.9987182617188,12947464.0,1615.9000244140625,1618.5,1607.0,1610.5999755859375,1588.90283203125,9106289.0,941.4000244140624,944.0,936.2000122070312,938.0499877929688,914.8866577148438,12253128.0,54.84999847412109,54.84999847412109,53.20000076293945,53.34999847412109,51.56969451904297,6588198.0,588.0,589.0999755859375,576.75,578.7000122070312,569.1554565429688,18870272.0,1129.0999755859375,1131.0,1105.949951171875,1109.75,1059.0499267578125,1824218,1282.5,1282.5,1264.0,1265.949951171875,1242.769287109375,5339073.0,3245.0,3250.0,3205.35009765625,3209.300048828125,3124.127197265625,1775689.0,1079.0,1079.0,1060.0999755859375,1063.050048828125,1006.2098999023438,2782697.0,399.4500122070313,400.3500061035156,396.0499877929688,397.2999877929688,396.4544982910156,6009116.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-12,973.0,977.9000244140624,968.5999755859376,974.2000122070312,971.4501953125,7465375.0,1612.550048828125,1615.800048828125,1599.449951171875,1600.800048828125,1579.23486328125,6704146.0,938.0,943.5,933.2999877929688,935.9500122070312,912.8385009765624,10520125.0,53.650001525878906,54.400001525878906,53.09999847412109,54.04999923706055,52.24633407592773,4116903.0,580.0,581.5,577.7000122070312,578.6500244140625,569.1063232421875,8786066.0,1112.949951171875,1140.949951171875,1111.5,1139.6500244140625,1087.583984375,1670970,1273.5,1295.699951171875,1273.0,1291.949951171875,1268.2930908203125,4785588.0,3215.0,3254.39990234375,3211.0,3246.89990234375,3160.729248046875,2324605.0,1066.0,1079.0,1062.1500244140625,1074.75,1017.2841796875,1767945.0,399.7999877929688,399.7999877929688,394.6000061035156,395.6000061035156,394.7581176757813,5986811.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-13,974.2999877929688,989.7000122070312,974.2999877929688,985.8499755859376,983.0673217773438,15233785.0,1590.0999755859375,1609.0,1590.0999755859375,1603.5,1581.8984375,13963054.0,935.9000244140624,946.25,934.0999755859376,943.5499877929688,920.2507934570312,13528776.0,54.09999847412109,54.54999923706055,53.54999923706055,54.20000076293945,52.39133071899414,3062272.0,579.4500122070312,581.4000244140625,574.25,576.4000244140625,566.8934326171875,12612098.0,1144.949951171875,1144.949951171875,1129.300048828125,1131.300048828125,1079.6153564453125,2014656,1299.9000244140625,1306.5,1297.050048828125,1304.8499755859375,1280.9569091796875,4846587.0,3260.0,3265.0,3239.0,3243.699951171875,3157.613525390625,1371928.0,1079.550048828125,1087.9000244140625,1075.4000244140625,1079.4000244140625,1021.6856079101562,1846534.0,397.9500122070313,398.5,394.5,395.5499877929688,394.7082214355469,6508093.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-14,986.0,988.2000122070312,976.0,977.7000122070312,974.9403076171876,8644423.0,1610.449951171875,1612.0,1600.199951171875,1601.75,1580.1719970703125,10056984.0,946.0499877929688,946.9500122070312,936.25,939.7999877929688,916.5934448242188,13489262.0,54.400001525878906,54.45000076293945,53.900001525878906,54.04999923706055,52.24633407592773,2409286.0,577.0,578.5499877929688,575.25,576.5499877929688,567.0408935546875,8948696.0,1138.0,1138.4000244140625,1126.050048828125,1135.8499755859375,1083.9573974609375,836964,1306.3499755859375,1306.699951171875,1293.199951171875,1300.4000244140625,1276.5885009765625,3457981.0,3243.699951171875,3255.85009765625,3225.85009765625,3251.050048828125,3164.76904296875,1658544.0,1080.0,1084.949951171875,1071.050048828125,1077.5999755859375,1019.98193359375,1321534.0,396.2999877929688,397.1499938964844,392.7000122070313,396.4500122070313,395.6063232421875,9256282.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
2023-06-15,988.3499755859376,989.0,972.2000122070312,977.1500244140624,974.391845703125,15978311.0,1604.0,1605.949951171875,1579.0,1582.050048828125,1560.7374267578125,17688738.0,940.7000122070312,942.9500122070312,924.3499755859376,926.5999755859376,903.7193603515624,19366819.0,54.0,54.25,53.400001525878906,53.5,51.71468734741211,3247510.0,576.0,576.7000122070312,565.25,566.5,557.1566772460938,17934877.0,1140.0,1147.0,1136.550048828125,1143.5999755859375,1091.353271484375,2109652,1293.949951171875,1293.949951171875,1282.6500244140625,1286.800048828125,1263.237548828125,6161155.0,3245.300048828125,3247.449951171875,3210.0,3216.300048828125,3154.22607421875,2273810.0,1078.949951171875,1083.5,1069.3499755859375,1081.5,1023.6734619140624,1389325.0,397.1000061035156,397.4500122070313,388.25,388.9500122070313,388.1222839355469,14351160.0,"Better than expected GDP numbers and positive cues from US drive Indian equity markets.There was a lot of positive news for equity markets this week. India GDP numbers were positive with 6.1% growth for the fourth quarter of FY23 translating to a growth of 7.2% for FY22-23. Investor sentiments improved further as the US congress approved debt-limit suspension. However, worries over possible slowdown kept the market rally in check. The week ended flat with Nifty 50 gaining 0.2%; underperforming Nifty Midcap 150 Index and Nifty Small Cap 250 Index which gained 1.8% and 2.4% respectively.Sectoral Indices were a mixed bag with Nifty Realty, Nifty Media and Nifty Consumer Durables gaining the most i.e 3.9%, 3.2% and 2.6%, respectively. While Nifty Oil and Gas, Nifty Bank and Nifty IT fell the most, losing (-) 2.9%, (-) 0.2% and (-) 0.1%, respectively."
